condition	treatment	dose_uM	t	density	density_se	n_wells
treatment	Esomeprazole	4e-4	37.1	0.07973266682118721	NA	3
treatment	Esomeprazole	4e-4	37.2	0.07951113091621988	NA	3
treatment	Esomeprazole	4e-4	37.300000000000004	0.07925494448694738	NA	3
treatment	Esomeprazole	4e-4	37.4	0.07896490049493313	NA	3
treatment	Esomeprazole	4e-4	37.5	0.07864185132556167	NA	3
treatment	Esomeprazole	4e-4	37.6	0.07828670384312544	NA	3
treatment	Esomeprazole	4e-4	37.7	0.07790041426725822	NA	3
treatment	Esomeprazole	4e-4	37.800000000000004	0.07748398291610899	NA	3
treatment	Esomeprazole	4e-4	37.9	0.07703844886084961	NA	3
treatment	Esomeprazole	4e-4	38	0.07656488453561637	NA	3
treatment	Esomeprazole	4e-4	38.1	0.07606439034534533	NA	3
treatment	Esomeprazole	4e-4	38.2	0.07553808931222761	NA	3
treatment	Esomeprazole	4e-4	38.300000000000004	0.07498712179931757	NA	3
treatment	Esomeprazole	4e-4	38.400000000000006	0.07441264034721906	NA	3
treatment	Esomeprazole	4e-4	38.5	0.07381580465691678	NA	3
treatment	Esomeprazole	4e-4	38.6	0.0731977767488032	NA	3
treatment	Esomeprazole	4e-4	38.7	0.07255971632474593	NA	3
treatment	Esomeprazole	4e-4	38.800000000000004	0.07190277635662908	NA	3
treatment	Esomeprazole	4e-4	38.900000000000006	0.07122809892150378	NA	3
treatment	Esomeprazole	4e-4	39	0.07053681130007636	NA	3
treatment	Esomeprazole	4e-4	39.1	0.06983002235197693	NA	3
treatment	Esomeprazole	4e-4	39.2	0.06910881917796904	NA	3
treatment	Esomeprazole	4e-4	39.300000000000004	0.06837426407621726	NA	3
treatment	Esomeprazole	4e-4	39.400000000000006	0.06762739179675885	NA	3
treatment	Esomeprazole	4e-4	39.5	0.06686920709566509	NA	3
treatment	Esomeprazole	4e-4	39.6	0.0661006825876446	NA	3
treatment	Esomeprazole	4e-4	39.7	0.0653227568938681	NA	3
treatment	Esomeprazole	4e-4	39.800000000000004	0.06453633307934414	NA	3
treatment	Esomeprazole	4e-4	39.900000000000006	0.06374227737263881	NA	3
treatment	Esomeprazole	4e-4	40	0.06294141815901955	NA	3
treatment	Esomeprazole	4e-4	40.1	0.06213454523672914	NA	3
treatment	Esomeprazole	4e-4	40.2	0.06132240932504184	NA	3
treatment	Esomeprazole	4e-4	40.300000000000004	0.06050572181186558	NA	3
treatment	Esomeprazole	4e-4	40.400000000000006	0.05968515472789405	NA	3
treatment	Esomeprazole	4e-4	40.5	0.05886134093382396	NA	3
treatment	Esomeprazole	4e-4	40.6	0.058034874507000456	NA	3
treatment	Esomeprazole	4e-4	40.7	0.05720631131345263	NA	3
treatment	Esomeprazole	4e-4	40.800000000000004	0.05637616975142785	NA	3
treatment	Esomeprazole	4e-4	40.900000000000006	0.05554493165269916	NA	3
treatment	Esomeprazole	4e-4	41	0.054713043327915344	NA	3
treatment	Esomeprazole	4e-4	41.1	0.05388091674290211	NA	3
treatment	Esomeprazole	4e-4	41.2	0.05304893081285072	NA	3
treatment	Esomeprazole	4e-4	41.300000000000004	0.05221743280211276	NA	3
treatment	Esomeprazole	4e-4	41.400000000000006	0.05138673981750488	NA	3
treatment	Esomeprazole	4e-4	41.5	0.05055714038375306	NA	3
treatment	Esomeprazole	4e-4	41.6	0.04972889609005943	NA	3
treatment	Esomeprazole	4e-4	41.7	0.048902243297417006	NA	3
treatment	Esomeprazole	4e-4	41.800000000000004	0.04807739489667858	NA	3
treatment	Esomeprazole	4e-4	41.900000000000006	0.047254542107977304	NA	3
treatment	Esomeprazole	4e-4	42	0.04643385631244152	NA	3
treatment	Esomeprazole	4e-4	42.1	0.04561549090763076	NA	3
treatment	Esomeprazole	4e-4	42.2	0.04479958317849941	NA	3
treatment	Esomeprazole	4e-4	42.300000000000004	0.043986256175916616	NA	3
treatment	Esomeprazole	4e-4	42.400000000000006	0.04317562059516422	NA	3
treatment	Esomeprazole	4e-4	42.5	0.04236777664702455	NA	3
treatment	Esomeprazole	4e-4	42.6	0.041562815914194126	NA	3
treatment	Esomeprazole	4e-4	42.7	0.040760823185954975	NA	3
treatment	Esomeprazole	4e-4	42.800000000000004	0.03996187826406978	NA	3
treatment	Esomeprazole	4e-4	42.900000000000006	0.039166057732958046	NA	3
treatment	Esomeprazole	4e-4	43	0.03837343668713896	NA	3
treatment	Esomeprazole	4e-4	43.1	0.0375840904089736	NA	3
treatment	Esomeprazole	4e-4	43.2	0.036798095989632615	NA	3
treatment	Esomeprazole	4e-4	43.300000000000004	0.036015533886178314	NA	3
treatment	Esomeprazole	4e-4	43.400000000000006	0.03523648940753057	NA	3
treatment	Esomeprazole	4e-4	43.5	0.03446105412211053	NA	3
treatment	Esomeprazole	4e-4	43.6	0.03368932717974991	NA	3
treatment	Esomeprazole	4e-4	43.7	0.03292141654056867	NA	3
treatment	Esomeprazole	4e-4	43.800000000000004	0.0321574401033899	NA	3
treatment	Esomeprazole	4e-4	43.900000000000006	0.031397526726436614	NA	3
treatment	Esomeprazole	4e-4	44	0.030641817133054847	NA	3
treatment	Esomeprazole	4e-4	44.1	0.02989046469544442	NA	3
treatment	Esomeprazole	4e-4	44.2	0.029143636089618126	NA	3
treatment	Esomeprazole	4e-4	44.300000000000004	0.02840151181517499	NA	3
treatment	Esomeprazole	4e-4	44.400000000000006	0.027664286573907636	NA	3
treatment	Esomeprazole	4e-4	44.5	0.02693216950184269	NA	3
treatment	Esomeprazole	4e-4	44.6	0.026205384249964738	NA	3
treatment	Esomeprazole	4e-4	44.7	0.0254841689097287	NA	3
treatment	Esomeprazole	4e-4	44.800000000000004	0.024768775780279976	NA	3
treatment	Esomeprazole	4e-4	44.900000000000006	0.024059470975487315	NA	3
treatment	Esomeprazole	4e-4	45	0.02335653386991635	NA	3
treatment	Esomeprazole	4e-4	45.1	0.02266025638423495	NA	3
treatment	Esomeprazole	4e-4	45.2	0.02197094211188548	NA	3
treatment	Esomeprazole	4e-4	45.300000000000004	0.021288905290340356	NA	3
treatment	Esomeprazole	4e-4	45.400000000000006	0.020614469621779204	NA	3
treatment	Esomeprazole	4e-4	45.5	0.0199479669497026	NA	3
treatment	Esomeprazole	4e-4	45.6	0.019289735799532626	NA	3
treatment	Esomeprazole	4e-4	45.7	0.018640119793010893	NA	3
treatment	Esomeprazole	4e-4	45.800000000000004	0.017999465947761834	NA	3
treatment	Esomeprazole	4e-4	45.900000000000006	0.017368122875057866	NA	3
treatment	Esomeprazole	4e-4	46	0.016746438890287596	NA	3
treatment	Esomeprazole	4e-4	46.1	0.016134760052062515	NA	3
treatment	Esomeprazole	4e-4	46.2	0.01553342814722826	NA	3
treatment	Esomeprazole	4e-4	46.300000000000004	0.014942778640074787	NA	3
treatment	Esomeprazole	4e-4	46.400000000000006	0.014363138605053154	NA	3
treatment	Esomeprazole	4e-4	46.5	0.01379482466292578	NA	3
treatment	Esomeprazole	4e-4	46.6	0.013238140940805823	NA	3
treatment	Esomeprazole	4e-4	46.7	0.012693377076655759	NA	3
treatment	Esomeprazole	4e-4	46.800000000000004	0.012160806288784671	NA	3
treatment	Esomeprazole	4e-4	46.900000000000006	0.011640683530451258	NA	3
treatment	Esomeprazole	4e-4	47	0.011133243749043963	NA	3
treatment	Esomeprazole	4e-4	47.1	0.010638700268293977	NA	3
treatment	Esomeprazole	4e-4	47.2	0.010157243310763793	NA	3
treatment	Esomeprazole	4e-4	47.300000000000004	0.009689038676289051	NA	3
treatment	Esomeprazole	4e-4	47.400000000000006	0.009234226590307894	NA	3
treatment	Esomeprazole	4e-4	47.5	0.00879292073399465	NA	3
treatment	Esomeprazole	4e-4	47.6	0.008365207465932929	NA	3
treatment	Esomeprazole	4e-4	47.7	0.007951145242733553	NA	3
treatment	Esomeprazole	4e-4	47.800000000000004	0.0075507642435320675	NA	3
treatment	Esomeprazole	4e-4	47.900000000000006	0.007164066200791428	NA	3
treatment	Esomeprazole	4e-4	48	0.006791024437297845	NA	3
treatment	Esomeprazole	0.0012	0	1.912611333928524e-8	NA	3
treatment	Esomeprazole	0.0012	0.1	2.0118687226521316e-8	NA	3
treatment	Esomeprazole	0.0012	0.2	2.1157038558738902e-8	NA	3
treatment	Esomeprazole	0.0012	0.30000000000000004	2.224302548658559e-8	NA	3
treatment	Esomeprazole	0.0012	0.4	2.3378583619116144e-8	NA	3
treatment	Esomeprazole	0.0012	0.5	2.4565730834843005e-8	NA	3
treatment	Esomeprazole	0.0012	0.6000000000000001	2.580657246280388e-8	NA	3
treatment	Esomeprazole	0.0012	0.7000000000000001	2.710330685349543e-8	NA	3
treatment	Esomeprazole	0.0012	0.8	2.8458231360226777e-8	NA	3
treatment	Esomeprazole	0.0012	0.9	2.987374875197829e-8	NA	3
treatment	Esomeprazole	0.0012	1	3.135237407972731e-8	NA	3
treatment	Esomeprazole	0.0012	1.1	3.2896742018949686e-8	NA	3
treatment	Esomeprazole	0.0012	1.2000000000000002	3.4509614712116876e-8	NA	3
treatment	Esomeprazole	0.0012	1.3	3.619389013598973e-8	NA	3
treatment	Esomeprazole	0.0012	1.4000000000000001	3.795261101989872e-8	NA	3
treatment	Esomeprazole	0.0012	1.5	3.9788974342535185e-8	NA	3
treatment	Esomeprazole	0.0012	1.6	4.1706341436429864e-8	NA	3
treatment	Esomeprazole	0.0012	1.7000000000000002	4.370824873101969e-8	NA	3
treatment	Esomeprazole	0.0012	1.8	4.5798419167172324e-8	NA	3
treatment	Esomeprazole	0.0012	1.9000000000000001	4.798077431822458e-8	NA	3
treatment	Esomeprazole	0.0012	2	5.0259447254854394e-8	NA	3
treatment	Esomeprazole	0.0012	2.1	5.2638796193784575e-8	NA	3
treatment	Esomeprazole	0.0012	2.2	5.51234189729796e-8	NA	3
treatment	Esomeprazole	0.0012	2.3000000000000003	5.7718168399046924e-8	NA	3
treatment	Esomeprazole	0.0012	2.4000000000000004	6.042816851574542e-8	NA	3
treatment	Esomeprazole	0.0012	2.5	6.325883184595555e-8	NA	3
treatment	Esomeprazole	0.0012	2.6	6.62158776630913e-8	NA	3
treatment	Esomeprazole	0.0012	2.7	6.930535135186282e-8	NA	3
treatment	Esomeprazole	0.0012	2.8000000000000003	7.253364492243529e-8	NA	3
treatment	Esomeprazole	0.0012	2.9000000000000004	7.590751874631957e-8	NA	3
treatment	Esomeprazole	0.0012	3	7.943412458705792e-8	NA	3
treatment	Esomeprazole	0.0012	3.1	8.312103000341403e-8	NA	3
treatment	Esomeprazole	0.0012	3.2	8.697624420811438e-8	NA	3
treatment	Esomeprazole	0.0012	3.3000000000000003	9.100824547023829e-8	NA	3
treatment	Esomeprazole	0.0012	3.4000000000000004	9.522601015521167e-8	NA	3
treatment	Esomeprazole	0.0012	3.5	9.963904350188231e-8	NA	3
treatment	Esomeprazole	0.0012	3.6	1.042574122425499e-7	NA	3
treatment	Esomeprazole	0.0012	3.7	1.0909177917794873e-7	NA	3
treatment	Esomeprazole	0.0012	3.8000000000000003	1.1415343982579963e-7	NA	3
treatment	Esomeprazole	0.0012	3.9000000000000004	1.1945436126870277e-7	NA	3
treatment	Esomeprazole	0.0012	4	1.2500722333368706e-7	NA	3
treatment	Esomeprazole	0.0012	4.1000000000000005	1.3082546224392017e-7	NA	3
treatment	Esomeprazole	0.0012	4.2	1.3692331689014877e-7	NA	3
treatment	Esomeprazole	0.0012	4.3	1.4331587787774537e-7	NA	3
treatment	Esomeprazole	0.0012	4.4	1.5001913951335217e-7	NA	3
treatment	Esomeprazole	0.0012	4.5	1.5705005490397265e-7	NA	3
treatment	Esomeprazole	0.0012	4.6000000000000005	1.6442659434963758e-7	NA	3
treatment	Esomeprazole	0.0012	4.7	1.7216780722068729e-7	NA	3
treatment	Esomeprazole	0.0012	4.800000000000001	1.8029388751942914e-7	NA	3
treatment	Esomeprazole	0.0012	4.9	1.888262433363226e-7	NA	3
treatment	Esomeprazole	0.0012	5	1.9778757042030497e-7	NA	3
treatment	Esomeprazole	0.0012	5.1000000000000005	2.0720193009405175e-7	NA	3
treatment	Esomeprazole	0.0012	5.2	2.1709483175456156e-7	NA	3
treatment	Esomeprazole	0.0012	5.300000000000001	2.2749332021161502e-7	NA	3
treatment	Esomeprazole	0.0012	5.4	2.384260681271301e-7	NA	3
treatment	Esomeprazole	0.0012	5.5	2.499234738304722e-7	NA	3
treatment	Esomeprazole	0.0012	5.6000000000000005	2.6201776479663687e-7	NA	3
treatment	Esomeprazole	0.0012	5.7	2.7474310708666765e-7	NA	3
treatment	Esomeprazole	0.0012	5.800000000000001	2.8813572106197483e-7	NA	3
treatment	Esomeprazole	0.0012	5.9	3.02234003697627e-7	NA	3
treatment	Esomeprazole	0.0012	6	3.1707865783281034e-7	NA	3
treatment	Esomeprazole	0.0012	6.1000000000000005	3.3271282871044836e-7	NA	3
treatment	Esomeprazole	0.0012	6.2	3.491822481721601e-7	NA	3
treatment	Esomeprazole	0.0012	6.300000000000001	3.665353868894748e-7	NA	3
treatment	Esomeprazole	0.0012	6.4	3.8482361502724446e-7	NA	3
treatment	Esomeprazole	0.0012	6.5	4.041013717505151e-7	NA	3
treatment	Esomeprazole	0.0012	6.6000000000000005	4.2442634400319916e-7	NA	3
treatment	Esomeprazole	0.0012	6.7	4.458596550030692e-7	NA	3
treatment	Esomeprazole	0.0012	6.800000000000001	4.684660629156797e-7	NA	3
treatment	Esomeprazole	0.0012	6.9	4.923141701882311e-7	NA	3
treatment	Esomeprazole	0.0012	7	5.174766440439218e-7	NA	3
treatment	Esomeprazole	0.0012	7.1000000000000005	5.440304486590901e-7	NA	3
treatment	Esomeprazole	0.0012	7.2	5.720570895650729e-7	NA	3
treatment	Esomeprazole	0.0012	7.300000000000001	6.01642870843392e-7	NA	3
treatment	Esomeprazole	0.0012	7.4	6.328791657060216e-7	NA	3
treatment	Esomeprazole	0.0012	7.5	6.658627010795908e-7	NA	3
treatment	Esomeprazole	0.0012	7.6000000000000005	7.006958568445921e-7	NA	3
treatment	Esomeprazole	0.0012	7.7	7.374869804091178e-7	NA	3
treatment	Esomeprazole	0.0012	7.800000000000001	7.763507173345624e-7	NA	3
treatment	Esomeprazole	0.0012	7.9	8.174083587682788e-7	NA	3
treatment	Esomeprazole	0.0012	8	8.607882064791104e-7	NA	3
treatment	Esomeprazole	0.0012	8.1	9.066259563410272e-7	NA	3
treatment	Esomeprazole	0.0012	8.200000000000001	9.550651011567078e-7	NA	3
treatment	Esomeprazole	0.0012	8.3	1.0062573537748615e-6	NA	3
treatment	Esomeprazole	0.0012	8.4	1.0603630915113748e-6	NA	3
treatment	Esomeprazole	0.0012	8.5	1.1175518229567574e-6	NA	3
treatment	Esomeprazole	0.0012	8.6	1.1780026783271211e-6	NA	3
treatment	Esomeprazole	0.0012	8.700000000000001	1.2419049245971794e-6	NA	3
treatment	Esomeprazole	0.0012	8.8	1.3094585067483305e-6	NA	3
treatment	Esomeprazole	0.0012	8.9	1.380874616561795e-6	NA	3
treatment	Esomeprazole	0.0012	9	1.4563762905013625e-6	NA	3
treatment	Esomeprazole	0.0012	9.1	1.5361990383454712e-6	NA	3
treatment	Esomeprazole	0.0012	9.200000000000001	1.6205915043663088e-6	NA	3
treatment	Esomeprazole	0.0012	9.3	1.7098161629907656e-6	NA	3
treatment	Esomeprazole	0.0012	9.4	1.8041500510385355e-6	NA	3
treatment	Esomeprazole	0.0012	9.5	1.9038855387997223e-6	NA	3
treatment	Esomeprazole	0.0012	9.600000000000001	2.009331142396853e-6	NA	3
treatment	Esomeprazole	0.0012	9.700000000000001	2.1208123800705173e-6	NA	3
treatment	Esomeprazole	0.0012	9.8	2.2386726752439814e-6	NA	3
treatment	Esomeprazole	0.0012	9.9	2.3632743094419663e-6	NA	3
treatment	Esomeprazole	0.0012	10	2.4949994283844453e-6	NA	3
treatment	Esomeprazole	0.0012	10.100000000000001	2.634251104828762e-6	NA	3
treatment	Esomeprazole	0.0012	10.200000000000001	2.7814544620083333e-6	NA	3
treatment	Esomeprazole	0.0012	10.3	2.9370578618041495e-6	NA	3
treatment	Esomeprazole	0.0012	10.4	3.101534162083089e-6	NA	3
treatment	Esomeprazole	0.0012	10.5	3.2753820479609756e-6	NA	3
treatment	Esomeprazole	0.0012	10.600000000000001	3.45912744208275e-6	NA	3
treatment	Esomeprazole	0.0012	10.700000000000001	3.6533249993494167e-6	NA	3
treatment	Esomeprazole	0.0012	10.8	3.858559691901848e-6	NA	3
treatment	Esomeprazole	0.0012	10.9	4.0754484905296305e-6	NA	3
treatment	Esomeprazole	0.0012	11	4.30464214907716e-6	NA	3
treatment	Esomeprazole	0.0012	11.100000000000001	4.546827098810761e-6	NA	3
treatment	Esomeprazole	0.0012	11.200000000000001	4.802727460138201e-6	NA	3
treatment	Esomeprazole	0.0012	11.3	5.073107179479358e-6	NA	3
treatment	Esomeprazole	0.0012	11.4	5.358772299542681e-6	NA	3
treatment	Esomeprazole	0.0012	11.5	5.660573371696813e-6	NA	3
treatment	Esomeprazole	0.0012	11.600000000000001	5.979408019583149e-6	NA	3
treatment	Esomeprazole	0.0012	11.700000000000001	6.316223663585499e-6	NA	3
treatment	Esomeprazole	0.0012	11.8	6.672020416234423e-6	NA	3
treatment	Esomeprazole	0.0012	11.9	7.047854159112829e-6	NA	3
treatment	Esomeprazole	0.0012	12	7.444839812308066e-6	NA	3
treatment	Esomeprazole	0.0012	12.100000000000001	7.864154807943111e-6	NA	3
treatment	Esomeprazole	0.0012	12.200000000000001	8.307042779818688e-6	NA	3
treatment	Esomeprazole	0.0012	12.3	8.774817481696903e-6	NA	3
treatment	Esomeprazole	0.0012	12.4	9.26886694724888e-6	NA	3
treatment	Esomeprazole	0.0012	12.5	9.790657905200087e-6	NA	3
treatment	Esomeprazole	0.0012	12.600000000000001	1.034174046371119e-5	NA	3
treatment	Esomeprazole	0.0012	12.700000000000001	1.0923753078521233e-5	NA	3
treatment	Esomeprazole	0.0012	12.8	1.1538427819893907e-5	NA	3
treatment	Esomeprazole	0.0012	12.9	1.2187595953910934e-5	NA	3
treatment	Esomeprazole	0.0012	13	1.2873193854118205e-5	NA	3
treatment	Esomeprazole	0.0012	13.100000000000001	1.3597269260053021e-5	NA	3
treatment	Esomeprazole	0.0012	13.200000000000001	1.4361987899635918e-5	NA	3
treatment	Esomeprazole	0.0012	13.3	1.516964049286506e-5	NA	3
treatment	Esomeprazole	0.0012	13.4	1.6022650154731694e-5	NA	3
treatment	Esomeprazole	0.0012	13.5	1.6923580215678628e-5	NA	3
treatment	Esomeprazole	0.0012	13.600000000000001	1.7875142478330286e-5	NA	3
treatment	Esomeprazole	0.0012	13.700000000000001	1.8880205929650203e-5	NA	3
treatment	Esomeprazole	0.0012	13.8	1.9941805927978834e-5	NA	3
treatment	Esomeprazole	0.0012	13.9	2.106315388477538e-5	NA	3
treatment	Esomeprazole	0.0012	14	2.2247647461160873e-5	NA	3
treatment	Esomeprazole	0.0012	14.100000000000001	2.349888129959288e-5	NA	3
treatment	Esomeprazole	0.0012	14.200000000000001	2.482065831120124e-5	NA	3
treatment	Esomeprazole	0.0012	14.3	2.6217001539512702e-5	NA	3
treatment	Esomeprazole	0.0012	14.4	2.7692166621301393e-5	NA	3
treatment	Esomeprazole	0.0012	14.5	2.9250654865413666e-5	NA	3
treatment	Esomeprazole	0.0012	14.600000000000001	3.089722697036508e-5	NA	3
treatment	Esomeprazole	0.0012	14.700000000000001	3.2636917401401527e-5	NA	3
treatment	Esomeprazole	0.0012	14.8	3.4475049447608454e-5	NA	3
treatment	Esomeprazole	0.0012	14.9	3.641725097936319e-5	NA	3
treatment	Esomeprazole	0.0012	15	3.846947092622171e-5	NA	3
treatment	Esomeprazole	0.0012	15.100000000000001	4.063799649490681e-5	NA	3
treatment	Esomeprazole	0.0012	15.200000000000001	4.292947114667686e-5	NA	3
treatment	Esomeprazole	0.0012	15.3	4.535091335291033e-5	NA	3
treatment	Esomeprazole	0.0012	15.4	4.7909736147169154e-5	NA	3
treatment	Esomeprazole	0.0012	15.5	5.0613767491490904e-5	NA	3
treatment	Esomeprazole	0.0012	15.600000000000001	5.3471271474026185e-5	NA	3
treatment	Esomeprazole	0.0012	15.700000000000001	5.6490970354558765e-5	NA	3
treatment	Esomeprazole	0.0012	15.8	5.968206747384487e-5	NA	3
treatment	Esomeprazole	0.0012	15.9	6.305427104211008e-5	NA	3
treatment	Esomeprazole	0.0012	16	6.661781882143819e-5	NA	3
treatment	Esomeprazole	0.0012	16.1	7.038350371641995e-5	NA	3
treatment	Esomeprazole	0.0012	16.2	7.436270028700112e-5	NA	3
treatment	Esomeprazole	0.0012	16.3	7.856739219703178e-5	NA	3
treatment	Esomeprazole	0.0012	16.400000000000002	8.301020061223412e-5	NA	3
treatment	Esomeprazole	0.0012	16.5	8.770441356096444e-5	NA	3
treatment	Esomeprazole	0.0012	16.6	9.26640162718033e-5	NA	3
treatment	Esomeprazole	0.0012	16.7	9.790372250217709e-5	NA	3
treatment	Esomeprazole	0.0012	16.8	1.0343900687326267e-4	NA	3
treatment	Esomeprazole	0.0012	16.900000000000002	1.092861382275005e-4	NA	3
treatment	Esomeprazole	0.0012	17	1.1546221402626611e-4	NA	3
treatment	Esomeprazole	0.0012	17.1	1.2198519580749541e-4	NA	3
treatment	Esomeprazole	0.0012	17.2	1.288739457247662e-4	NA	3
treatment	Esomeprazole	0.0012	17.3	1.3614826419249167e-4	NA	3
treatment	Esomeprazole	0.0012	17.400000000000002	1.438289286644131e-4	NA	3
treatment	Esomeprazole	0.0012	17.5	1.5193773357649655e-4	NA	3
treatment	Esomeprazole	0.0012	17.6	1.6049753148896873e-4	NA	3
treatment	Esomeprazole	0.0012	17.7	1.6953227546649333e-4	NA	3
treatment	Esomeprazole	0.0012	17.8	1.7906706274049546e-4	NA	3
treatment	Esomeprazole	0.0012	17.900000000000002	1.891281797022194e-4	NA	3
treatment	Esomeprazole	0.0012	18	1.9974314828086095e-4	NA	3
treatment	Esomeprazole	0.0012	18.1	2.1094077376624247e-4	NA	3
treatment	Esomeprazole	0.0012	18.2	2.2275119414159948e-4	NA	3
treatment	Esomeprazole	0.0012	18.3	2.3520593099742512e-4	NA	3
treatment	Esomeprazole	0.0012	18.400000000000002	2.4833794210334673e-4	NA	3
treatment	Esomeprazole	0.0012	18.5	2.6218167572021833e-4	NA	3
treatment	Esomeprazole	0.0012	18.6	2.7677312673994077e-4	NA	3
treatment	Esomeprazole	0.0012	18.7	2.921498947453937e-4	NA	3
treatment	Esomeprazole	0.0012	18.8	3.083512440865668e-4	NA	3
treatment	Esomeprazole	0.0012	18.900000000000002	3.2541816607254933e-4	NA	3
treatment	Esomeprazole	0.0012	19	3.4339344338114636e-4	NA	3
treatment	Esomeprazole	0.0012	19.1	3.623217167891498e-4	NA	3
treatment	Esomeprazole	0.0012	19.200000000000003	3.822495543253636e-4	NA	3
treatment	Esomeprazole	0.0012	19.3	4.032255229473489e-4	NA	3
treatment	Esomeprazole	0.0012	19.400000000000002	4.253002628384122e-4	NA	3
treatment	Esomeprazole	0.0012	19.5	4.485265644155869e-4	NA	3
treatment	Esomeprazole	0.0012	19.6	4.7295944813199056e-4	NA	3
treatment	Esomeprazole	0.0012	19.700000000000003	4.986562471452138e-4	NA	3
treatment	Esomeprazole	0.0012	19.8	5.256766929117131e-4	NA	3
treatment	Esomeprazole	0.0012	19.900000000000002	5.540830037500312e-4	NA	3
treatment	Esomeprazole	0.0012	20	5.839399763975066e-4	NA	3
treatment	Esomeprazole	0.0012	20.1	6.153150805631984e-4	NA	3
treatment	Esomeprazole	0.0012	20.200000000000003	6.482785564537526e-4	NA	3
treatment	Esomeprazole	0.0012	20.3	6.829035152208351e-4	NA	3
treatment	Esomeprazole	0.0012	20.400000000000002	7.192660422476544e-4	NA	3
treatment	Esomeprazole	0.0012	20.5	7.574453031535933e-4	NA	3
treatment	Esomeprazole	0.0012	20.6	7.975236523603331e-4	NA	3
treatment	Esomeprazole	0.0012	20.700000000000003	8.395867440177335e-4	NA	3
treatment	Esomeprazole	0.0012	20.8	8.837236450417188e-4	NA	3
treatment	Esomeprazole	0.0012	20.900000000000002	9.300269499671023e-4	NA	3
treatment	Esomeprazole	0.0012	21	9.785928972645035e-4	NA	3
treatment	Esomeprazole	0.0012	21.1	0.001029521486713951	NA	3
treatment	Esomeprazole	0.0012	21.200000000000003	0.0010829165973666355	NA	3
treatment	Esomeprazole	0.0012	21.3	0.0011388861055654856	NA	3
treatment	Esomeprazole	0.0012	21.400000000000002	0.0011975420024267483	NA	3
treatment	Esomeprazole	0.0012	21.5	0.0012590005101179693	NA	3
treatment	Esomeprazole	0.0012	21.6	0.0013233821961968566	NA	3
treatment	Esomeprazole	0.0012	21.700000000000003	0.001390812085201474	NA	3
treatment	Esomeprazole	0.0012	21.8	0.0014614197666104284	NA	3
treatment	Esomeprazole	0.0012	21.900000000000002	0.0015353394982154872	NA	3
